,Brewery,Style,Name,ReviewsNumber,OverallReview,Aroma,Appearance,Palate,Taste,BeerABV,PersonalRating,Comment,Favorite
875,Victory Brewing Company,Hefeweizen,Sunrise Weiss,1124039993.0,4.5,4.5,4.0,4.0,4.0,5.7,-1,Unfilled,False
876,Victory Brewing Company,Witbier,Whirlwind Witbier,1152492096.0,3.5,3.5,3.0,3.0,3.0,5.0,-1,Unfilled,False
877,Victory Brewing Company,Munich Dunkel Lager,Victory Dark Lager,1300812954.0,4.5,4.0,3.5,4.5,4.0,5.0,-1,Unfilled,False
878,Victory Brewing Company,Märzen / Oktoberfest,Festbier,1230944242.0,2.5,2.0,2.0,1.5,1.5,5.6,-1,Unfilled,False
879,Brauerei Heller-trum / Schlenkerla,Rauchbier,Aecht Schlenkerla Rauchbier Weizen,1297580223.0,4.0,4.5,4.0,4.0,5.0,5.2,-1,Unfilled,False
880,Quincy Ships Brewing Company,English Bitter,Shipfitters Bitter,1017147750.0,5.0,4.5,4.5,4.0,5.0,-1.0,-1,Unfilled,False
881,Flying Fish Brewing Company,Dubbel,Belgian Style Dubbel,1242262156.0,4.0,4.0,3.5,4.0,3.5,7.0,-1,Unfilled,False
882,Deschutes Brewery,German Pilsener,Pine Mountain Pils,1060388741.0,4.0,3.5,4.0,4.0,4.5,5.1,-1,Unfilled,False
883,Montgomery Brewing Company,American Blonde Ale,Old Montgomery Blonde,1195866273.0,3.0,2.5,3.5,3.0,3.0,-1.0,-1,Unfilled,False
884,Montgomery Brewing Company,English Pale Ale,Goat Hill Pale Ale,1251854545.0,4.0,3.5,4.0,4.0,4.0,-1.0,-1,Unfilled,False
885,Montgomery Brewing Company,American Amber / Red Ale,Riverboat Red,1255062089.0,3.5,3.5,4.0,3.5,3.5,-1.0,-1,Unfilled,False
886,Montgomery Brewing Company,American Stout,Wipe Out Stout,1269981376.0,3.5,3.0,3.5,3.0,3.5,-1.0,-1,Unfilled,False
887,Olde Auburn Ale House,American Ipa,Plainsman Ipa,1231791576.0,4.0,3.5,4.0,3.5,4.0,-1.0,-1,Unfilled,False
888,Olde Auburn Ale House,American Amber / Red Ale,Auburn Amber,1106427525.0,5.0,3.0,4.5,4.0,5.0,-1.0,-1,Unfilled,False
889,Olde Auburn Ale House,American Stout,Striper Stout,1135271636.0,4.0,4.0,4.0,4.0,4.0,-1.0,-1,Unfilled,False
890,Glacier Brewhouse,American Blonde Ale,Blonde,1124297172.0,4.0,4.0,3.5,3.5,3.5,4.76,-1,Unfilled,False
891,Glacier Brewhouse,American Amber / Red Ale,Amber Ale,1312781446.0,3.5,4.0,3.5,4.0,3.0,5.67,-1,Unfilled,False
892,Glacier Brewhouse,American Ipa,India Pale Ale,1184104443.0,4.5,4.5,4.0,4.0,4.5,6.35,-1,Unfilled,False
893,Glacier Brewhouse,Oatmeal Stout,Oatmeal Stout,1219783508.0,4.0,4.0,4.0,4.0,4.0,5.61,-1,Unfilled,False
894,Glacier Brewhouse,Czech Pilsener,Bohemian Pilsner,1028496031.0,4.5,4.0,3.5,3.5,4.0,6.0,-1,Unfilled,False
895,Allagash Brewing Company,Belgian Pale Ale,Allagash Speciale Reserve,1053770514.0,4.0,4.5,4.0,4.0,4.5,5.0,-1,Unfilled,False
896,New England Brewing Co.,Oatmeal Stout,Oatmeal Stout,1066088708.0,4.0,4.0,5.0,4.0,4.0,-1.0,-1,Unfilled,False
897,Atlantic Brewing Company,English Brown Ale,Bar Harbor Real Ale,1098841060.0,4.5,3.0,4.0,3.5,4.0,5.2,-1,Unfilled,False
898,Moosehead Breweries Ltd.,American Pale Lager,Moosehead Lager,1082525460.0,3.5,2.5,4.0,2.5,3.5,5.0,-1,Unfilled,False
899,New Belgium Brewing,Tripel,Trippel Belgian Style Ale,1168837347.0,4.0,4.0,4.5,4.0,4.0,7.8,-1,Unfilled,False
900,Brasserie Castelain,Belgian Pale Ale,Korma Blonde Ale,1145423109.0,3.0,4.0,4.0,3.5,3.0,5.6,-1,Unfilled,False
901,Stone Brewing Co.,American Strong Ale,Double Bastard Ale,1201378859.0,4.5,4.5,4.5,5.0,5.0,10.5,-1,Unfilled,False
902,Snowgoose Restaurant & Pub / Sleeping Lady Brewing Company,American Blonde Ale,Gold Rush Golden Ale,1020672591.0,5.0,4.0,4.0,4.5,4.0,4.1,-1,Unfilled,False
903,Snowgoose Restaurant & Pub / Sleeping Lady Brewing Company,American Ipa,Fish On! Ipa,1261687515.0,4.0,4.0,4.0,4.0,4.0,6.4,-1,Unfilled,False
904,Snowgoose Restaurant & Pub / Sleeping Lady Brewing Company,American Porter,Portage Porter,1136773191.0,4.0,3.0,3.0,4.0,3.5,5.2,-1,Unfilled,False
905,Snowgoose Restaurant & Pub / Sleeping Lady Brewing Company,Scottish Ale,Braveheart Scottish Ale,1219106099.0,3.5,3.5,3.0,3.0,3.5,6.5,-1,Unfilled,False
906,Live Oak Brewing Company,Czech Pilsener,Live Oak Pilz,1076141920.0,4.5,4.0,4.0,4.0,4.0,4.7,-1,Unfilled,False
907,Live Oak Brewing Company,Hefeweizen,Live Oak Hefeweizen,1302838734.0,4.0,4.5,4.0,3.5,4.0,5.2,-1,Unfilled,False
908,Live Oak Brewing Company,Märzen / Oktoberfest,Live Oak Oaktoberfest,1157984495.0,4.0,4.0,4.0,3.5,4.0,5.8,-1,Unfilled,False
909,Live Oak Brewing Company,American Pale Ale (apa),Live Oak Pale Ale,1132634730.0,4.0,3.5,4.0,4.5,4.5,-1.0,-1,Unfilled,False
910,Saint Arnold Brewing Company,American Amber / Red Ale,Saint Arnold Amber Ale,1055743065.0,4.0,3.5,3.5,4.0,4.0,5.5,-1,Unfilled,False
911,Saint Arnold Brewing Company,English Brown Ale,Saint Arnold Brown Ale,1149301221.0,3.0,3.0,3.0,3.0,3.0,5.3,-1,Unfilled,False
912,Saint Arnold Brewing Company,Winter Warmer,Saint Arnold Christmas Ale,1204475789.0,3.5,3.0,3.0,3.0,3.0,7.0,-1,Unfilled,False
913,Saint Arnold Brewing Company,American Stout,Saint Arnold Winter Stout,1263522166.0,4.0,3.5,3.5,2.5,3.5,5.6,-1,Unfilled,False
914,Saint Arnold Brewing Company,Bock,Saint Arnold Spring Bock,1203660749.0,2.0,3.5,4.0,3.5,2.5,6.4,-1,Unfilled,False
915,Saint Arnold Brewing Company,German Pilsener,Saint Arnold Summer Pils,1304297127.0,3.5,3.5,4.0,4.0,3.5,4.9,-1,Unfilled,False
916,Saint Arnold Brewing Company,Märzen / Oktoberfest,Saint Arnold Oktoberfest,1251789666.0,4.0,3.5,3.5,3.0,3.5,6.0,-1,Unfilled,False
917,Spoetzl Brewery,American Dark Wheat Ale,Shiner Winter Ale,1114383620.0,3.5,3.0,3.0,3.0,3.5,5.3,-1,Unfilled,False
918,Spoetzl Brewery,American Pale Lager,Shiner Blonde,1296258197.0,3.5,4.0,4.0,2.0,3.0,4.4,-1,Unfilled,False
919,Spoetzl Brewery,Witbier,Shiner Honey Wheat,1167904930.0,5.0,3.0,4.0,4.5,4.5,-1.0,-1,Unfilled,False
920,Casco Bay Brewing Co.,American Blonde Ale,Casco Bay Summer Ale,1052579518.0,3.5,3.5,3.5,3.5,3.5,-1.0,-1,Unfilled,False
921,Magic Hat Brewing Company,American Pale Ale (apa),Jeezum Jim,1043094379.0,3.5,3.5,3.0,3.0,2.5,4.2,-1,Unfilled,False
922,Dogfish Head Brewery,American Pale Ale (apa),Shelter Pale Ale,1135403126.0,3.5,2.5,3.5,2.5,3.0,5.0,-1,Unfilled,False
923,Sudwerk Restaurant And Brewery,Doppelbock,Sudwerk Doppel Bock,1146279939.0,3.5,3.5,3.5,4.0,3.5,8.0,-1,Unfilled,False
924,St. Stan's Brewing Co.,Altbier,St. Stan's Dark,1014321743.0,4.0,3.0,3.0,3.0,3.5,-1.0,-1,Unfilled,False
925,Midnight Sun Brewing Co.,Scotch Ale / Wee Heavy,Full Curl Wee Heavy Scotch Style Ale,1197611445.0,5.0,4.5,4.0,5.0,4.5,6.0,-1,Unfilled,False
926,Midnight Sun Brewing Co.,American Pale Ale (apa),Wolf Spirit Pale Ale,1020003143.0,4.0,4.0,4.5,4.5,4.0,-1.0,-1,Unfilled,False
927,Midnight Sun Brewing Co.,American Pale Wheat Ale,Fireweed Honey Wheat Beer,1041350470.0,4.5,4.5,4.5,4.0,4.5,-1.0,-1,Unfilled,False
928,Midnight Sun Brewing Co.,American Brown Ale,Kodiak Brown Ale,1167275259.0,3.5,4.0,4.0,3.5,3.5,5.0,-1,Unfilled,False
929,Midnight Sun Brewing Co.,Foreign / Export Stout,Mammoth Extra Stout,1321747855.0,4.5,4.5,4.0,4.5,4.5,7.8,-1,Unfilled,False
930,Midnight Sun Brewing Co.,Hefeweizen,Old Whiskers Hefeweizen,1183019287.0,4.0,4.0,4.0,4.0,3.5,5.0,-1,Unfilled,False
931,Midnight Sun Brewing Co.,American Ipa,Sockeye Red Ipa,1063203179.0,4.5,4.0,5.0,4.0,4.0,5.7,-1,Unfilled,False
932,Unibroue,Fruit / Vegetable Beer,Quelque Chose,1217386072.0,3.0,4.5,3.0,3.5,3.5,8.0,-1,Unfilled,False
933,Anchor Brewing Company,Winter Warmer,Our Special Ale 1999 (anchor Christmas Ale),1134484621.0,4.0,3.0,3.0,3.5,4.0,-1.0,-1,Unfilled,False
934,"Bell's Brewery, Inc.",American Ipa,Two Hearted Ale,1090893161.0,4.5,4.5,4.0,4.5,5.0,7.0,-1,Unfilled,False
935,"Bell's Brewery, Inc.",American Pale Wheat Ale,Bell's Oberon Ale,1192471395.0,4.0,3.0,3.0,4.0,4.0,5.8,-1,Unfilled,False
936,New Knoxville Brewing Company,American Ipa,India Pale Ale,996244690.0,5.0,5.0,5.0,4.0,4.0,-1.0,-1,Unfilled,False
937,New Knoxville Brewing Company,American Porter,Porter,996244869.0,4.0,4.0,4.0,4.0,4.0,-1.0,-1,Unfilled,False
938,New Knoxville Brewing Company,American Pale Wheat Ale,Honey Wheat Ale,996245139.0,4.0,4.0,4.0,5.0,4.0,-1.0,-1,Unfilled,False
939,New Knoxville Brewing Company,American Pale Ale (apa),Xx Pale Ale,1129581013.0,4.0,4.0,3.5,4.0,4.0,-1.0,-1,Unfilled,False
940,Broken Tooth Brewing,American Amber / Red Ale,Alpenglow Amber,1260652811.0,3.5,3.5,3.5,3.5,3.5,5.2,-1,Unfilled,False
941,Broken Tooth Brewing,American Barleywine,Barley Wine,1244760306.0,3.5,3.0,3.5,3.5,4.0,10.0,-1,Unfilled,False
942,Broken Tooth Brewing,German Pilsener,Classic Pilsner,1115261595.0,3.0,2.5,3.0,3.0,3.0,-1.0,-1,Unfilled,False
943,Broken Tooth Brewing,American Ipa,Fairweather Ipa,1311355328.0,3.5,3.5,4.5,3.5,4.0,6.1,-1,Unfilled,False
944,Broken Tooth Brewing,Hefeweizen,Hefeweizen,1245547731.0,3.5,3.5,4.0,3.5,4.0,4.2,-1,Unfilled,False
945,Broken Tooth Brewing,English Brown Ale,Midtown Brown,1197615103.0,3.5,3.5,4.0,4.5,4.0,5.1,-1,Unfilled,False
946,Broken Tooth Brewing,American Stout,Pipeline Stout,1247783553.0,4.0,4.5,3.5,4.0,4.0,5.9,-1,Unfilled,False
947,Broken Tooth Brewing,American Porter,Prince William's Porter,1247782964.0,4.5,4.5,3.5,4.5,4.5,4.8,-1,Unfilled,False
948,Broken Tooth Brewing,American Pale Ale (apa),Polar Pale Ale,1088972661.0,4.5,4.0,4.0,4.0,4.0,5.1,-1,Unfilled,False
949,Broken Tooth Brewing,Fruit / Vegetable Beer,Raspberry Wheat,1197614847.0,5.0,4.5,5.0,5.0,4.5,4.1,-1,Unfilled,False
950,Broken Tooth Brewing,American Amber / Red Ale,Northern Lights Amber,1115260853.0,3.5,3.5,3.5,3.5,3.5,4.7,-1,Unfilled,False
951,Berkshire Brewing Company Inc.,Russian Imperial Stout,Berkshire Russian Imperial Stout,1168054421.0,4.0,4.5,4.0,4.0,4.0,8.5,-1,Unfilled,False
952,Buzzards Bay Brewing,Extra Special / Strong Bitter (esb),Buzzards Bay Olde Buzzard Pale Ale,1124751082.0,4.5,4.0,3.0,3.0,4.0,5.6,-1,Unfilled,False
953,Ceylon / Lion Brewery Limited,Foreign / Export Stout,Lion Stout,1295840716.0,4.5,4.5,4.0,4.0,4.0,8.8,-1,Unfilled,False
954,Brouwerij De Dolle Brouwers,Tripel,De Dolle Dulle Teve (mad Bitch),1221836674.0,3.0,4.0,3.0,4.0,3.5,10.0,-1,Unfilled,False
955,"Bell's Brewery, Inc.",American Stout,Bell's Kalamazoo Stout,1225772063.0,2.5,4.0,4.5,4.0,3.5,6.0,-1,Unfilled,False
956,Rogue Ales,American Stout,Chocolate Stout,1204331563.0,4.0,4.5,4.5,4.0,4.0,6.0,-1,Unfilled,False
957,Redhook Ale Brewery,Extra Special / Strong Bitter (esb),Redhook Esb,1064852204.0,3.0,3.0,3.0,3.0,3.5,5.77,-1,Unfilled,False
958,Shipyard Brewing Co.,American Blonde Ale,Shipyard Export Ale,1306101158.0,3.0,3.5,4.0,3.0,3.0,5.0,-1,Unfilled,False
959,Bluegrass Brewing Co. - East St. Matthew's,Altbier,Altbier,1200364684.0,3.5,3.5,3.0,4.0,3.0,4.19,-1,Unfilled,False
960,Bluegrass Brewing Co. - East St. Matthew's,American Pale Ale (apa),American Pale Ale,1138769109.0,4.0,4.0,4.0,3.5,4.0,5.79,-1,Unfilled,False
961,Bluegrass Brewing Co. - East St. Matthew's,English Porter,Dark Star Porter,1278678994.0,3.5,4.0,3.0,3.5,3.5,5.6,-1,Unfilled,False
962,Bluegrass Brewing Co. - East St. Matthew's,Czech Pilsener,Flatpicker Bohemian Pilsner,1058404996.0,4.0,3.5,3.5,3.0,3.0,-1.0,-1,Unfilled,False
963,Weyerbacher Brewing Co.,Russian Imperial Stout,Old Heathen Imperial Stout,1199067608.0,4.0,4.0,4.0,4.5,4.0,8.0,-1,Unfilled,False
964,Alesmith Brewing Company,Weizenbock,Alesmith Weizenbock,1091393939.0,5.0,4.5,3.5,4.0,4.5,8.6,-1,Unfilled,False
965,Portland Brewing Company,American Porter,Mactarnahan's Blackwatch Cream Porter,1000593866.0,1.0,1.5,1.0,1.0,1.0,5.3,-1,Unfilled,False
966,Pipkin Brewery,Milk / Sweet Stout,Bourbon Barrel Stout,996601520.0,5.0,5.0,5.0,5.0,5.0,-1.0,-1,Unfilled,False
967,Pipkin Brewery,English Brown Ale,Pipkin Brown Ale,996601950.0,4.0,4.0,4.0,4.0,4.0,-1.0,-1,Unfilled,False
968,Pipkin Brewery,American Pale Ale (apa),Pipkin Pale Ale,996602109.0,4.0,4.0,4.0,4.0,4.0,-1.0,-1,Unfilled,False
969,Shipyard Brewing Co.,American Blonde Ale,Light Ale (pre-2004),1067192386.0,2.5,2.5,2.0,3.0,2.5,3.9,-1,Unfilled,False
970,D.l. Geary Brewing Company,Kölsch,Geary's Summer Ale,1059782273.0,4.5,4.0,4.0,4.0,4.5,6.0,-1,Unfilled,False
971,Brooklyn Brewery,Hefeweizen,Brooklyner Weisse,1207975355.0,4.0,4.5,4.0,3.5,4.5,5.0,-1,Unfilled,False
972,The Brewery Exchange,American Pale Ale (apa),Boarding House Pale Ale,1047996233.0,4.0,3.5,4.0,3.5,3.5,-1.0,-1,Unfilled,False
973,The Brewery Exchange,American Ipa,Mill City Ipa,1052981767.0,4.5,3.5,4.0,4.0,4.0,-1.0,-1,Unfilled,False
974,Heavyweight Brewing Co.,Baltic Porter,Perkuno's Hammer Imperial Porter,1063857941.0,4.5,4.5,4.5,4.5,5.0,8.0,-1,Unfilled,False
975,Lagunitas Brewing Company,American Pale Ale (apa),Dogtown Pale Ale,1071975529.0,5.0,3.5,3.5,3.5,3.5,6.1,-1,Unfilled,False
976,Gritty Mcduff's Brewing Company,Irish Dry Stout,Gritty Mcduff's Black Fly Stout,1223747676.0,3.0,3.0,3.5,3.0,3.0,4.1,-1,Unfilled,False
977,Z Street Brewing Company,Hefeweizen,Summer Wheat,1046577585.0,3.5,4.0,4.0,3.0,3.5,-1.0,-1,Unfilled,False
978,Coeur D'alene Brewing Co.,English Brown Ale,Lakeside British Ale,1218720736.0,3.5,3.5,3.5,3.5,4.0,5.3,-1,Unfilled,False
979,Stoudts Brewing Co.,Maibock / Helles Bock,Stoudts Honey Double Maibock,1065995466.0,4.0,3.5,4.5,4.0,4.0,6.0,-1,Unfilled,False
980,Dogfish Head Brewery,American Stout,Chicory Stout,1106193927.0,3.5,4.0,3.5,3.5,4.0,5.2,-1,Unfilled,False
981,Stoudts Brewing Co.,Märzen / Oktoberfest,Stoudt's Fest,1126930422.0,4.0,3.5,3.5,4.0,4.0,4.75,-1,Unfilled,False
982,Goose Island Beer Co.,English India Pale Ale (ipa),Smooth India Pale Ale,1022959745.0,4.5,4.0,4.5,4.5,4.5,5.5,-1,Unfilled,False
983,Goose Island Beer Co.,English Bitter,Honker's Ale,1262551108.0,4.0,4.0,3.5,4.0,4.0,4.2,-1,Unfilled,False
984,Three Floyds Brewing Co. & Brewpub,American Pale Ale (apa),Pride & Joy Mild Ale,1142440801.0,4.5,4.5,4.0,4.0,4.5,5.0,-1,Unfilled,False
985,Three Floyds Brewing Co. & Brewpub,Scottish Ale,Robert The Bruce Scottish Ale,1091021802.0,4.0,3.0,3.5,3.5,3.5,6.5,-1,Unfilled,False
986,Stone Brewing Co.,Russian Imperial Stout,Stone Imperial Russian Stout,1120320197.0,4.5,5.0,4.5,5.0,5.0,10.5,-1,Unfilled,False
987,Dogfish Head Brewery,American Brown Ale,Indian Brown Ale,1056456460.0,4.5,4.0,3.5,4.5,4.5,7.2,-1,Unfilled,False
988,Anderson Valley Brewing Company,American Pale Wheat Ale,High Rollers Wheat,1186282241.0,4.5,4.0,3.5,3.5,3.5,5.3,-1,Unfilled,False
989,Belhaven Brewery Company Ltd.,Scottish Ale,Belhaven Scottish Ale,1200369574.0,4.0,3.5,4.0,3.5,4.5,5.2,-1,Unfilled,False
990,Belhaven Brewery Company Ltd.,Scottish Ale,St. Andrew's Ale,1260651040.0,4.0,4.0,3.5,4.0,4.5,4.6,-1,Unfilled,False
991,Brauerei Beck & Co.,Munich Dunkel Lager,Beck's Dark,1207631344.0,3.5,3.5,3.0,2.5,3.5,4.8,-1,Unfilled,False
992,Fuller Smith & Turner Plc,English Pale Ale,Fuller's Summer Ale,1034959688.0,4.0,3.5,4.0,3.5,3.5,-1.0,-1,Unfilled,False
993,Heineken Nederland B.v.,Euro Dark Lager,Heineken Dark Lager,1136773649.0,3.0,3.5,3.5,3.0,3.0,5.0,-1,Unfilled,False
994,King & Barnes Ltd.,English India Pale Ale (ipa),India Pale Ale,997274980.0,3.0,3.0,3.0,3.0,2.0,-1.0,-1,Unfilled,False
995,Goose Island Beer Co.,English Brown Ale,Nut Brown Ale,1229700237.0,3.0,3.0,4.0,3.5,3.0,5.3,-1,Unfilled,False
996,Goose Island Beer Co.,Kölsch,Summertime,1062281154.0,3.0,3.0,3.0,2.5,3.0,5.0,-1,Unfilled,False
997,Old Dominion Brewing Company,Märzen / Oktoberfest,Victory Amber Lager,1040718583.0,4.5,4.0,4.0,4.0,4.0,5.2,-1,Unfilled,False
998,Rogue Ales,American Amber / Red Ale,Santa's Private Reserve Ale,1201124161.0,3.5,4.0,3.5,3.5,3.5,6.0,-1,Unfilled,False
999,Rogue Ales,Herbed / Spiced Beer,Rose Festival Ale,1155695372.0,4.0,3.5,3.5,4.0,4.5,-1.0,-1,Unfilled,False
